adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID,region
INDONESIA,BABEL,NA,"INDONESIA, BABEL",IDN,1013675,ID-BB,NA,2017-01-01,2017-01-31,2017,17,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2017-01-01,2017-01-31,2017,809,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2017-01-01,2017-01-31,2017,187,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2017-01-01,2017-01-31,2017,107,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,D.I YOGYA,NA,"INDONESIA, D.I YOGYA",IDN,1013669,ID-YO,NA,2017-01-01,2017-01-31,2017,547,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2017-01-01,2017-01-31,2017,665,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2017-01-01,2017-01-31,2017,52,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,JAMBI,NA,"INDONESIA, JAMBI",IDN,1013672,ID-JA,NA,2017-01-01,2017-01-31,2017,83,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2017-01-01,2017-01-31,2017,2564,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2017-01-01,2017-01-31,2017,1404,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2017-01-01,2017-01-31,2017,1682,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2017-01-01,2017-01-31,2017,151,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN SELATA,NA,"INDONESIA, KALIMANTAN SELATA",IDN,1013685,ID-KS,NA,2017-01-01,2017-01-31,2017,63,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2017-01-01,2017-01-31,2017,87,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2017-01-01,2017-01-31,2017,448,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN UTARA,NA,"INDONESIA, KALIMANTAN UTARA",IDN,1013687,ID-KI,NA,2017-01-01,2017-01-31,2017,20,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KEPULAUAN RIAU,NA,"INDONESIA, KEPULAUAN RIAU",IDN,1013665,ID-KR,NA,2017-01-01,2017-01-31,2017,104,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2017-01-01,2017-01-31,2017,487,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2017-01-01,2017-01-31,2017,14,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2017-01-01,2017-01-31,2017,2,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,NUSA TENGGARA BARAT,NA,"INDONESIA, NUSA TENGGARA BARAT",IDN,1013691,ID-NB,NA,2017-01-01,2017-01-31,2017,495,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,NUSA TENGGARA TIMUR,NA,"INDONESIA, NUSA TENGGARA TIMUR",IDN,1013683,ID-NT,NA,2017-01-01,2017-01-31,2017,85,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2017-01-01,2017-01-31,2017,24,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,PAPUA BARAT,NA,"INDONESIA, PAPUA BARAT",IDN,1013664,ID-PB,NA,2017-01-01,2017-01-31,2017,13,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2017-01-01,2017-01-31,2017,303,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SULAWESI BARAT,NA,"INDONESIA, SULAWESI BARAT",IDN,1013692,ID-SR,NA,2017-01-01,2017-01-31,2017,40,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SULAWESI SELATA,NA,"INDONESIA, SULAWESI SELATA",IDN,1013689,ID-SN,NA,2017-01-01,2017-01-31,2017,291,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2017-01-01,2017-01-31,2017,91,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2017-01-01,2017-01-31,2017,72,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2017-01-01,2017-01-31,2017,114,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2017-01-01,2017-01-31,2017,303,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SUMATERA SELATA,NA,"INDONESIA, SUMATERA SELATA",IDN,1013693,ID-SS,NA,2017-01-01,2017-01-31,2017,165,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2017-01-01,2017-01-31,2017,678,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,2017-01-01,2017-01-31,2017,12675,Total,Admin0,Month,WHOSEARO-ALL-2024-Y03-00,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2017-01-01,2017-12-31,2017,817,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,KALIMANTAN UTARA,NA,"INDONESIA, KALIMANTAN UTARA",IDN,1013687,ID-KI,NA,2017-01-01,2017-12-31,2017,261,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2017-01-01,2017-12-31,2017,5327,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2017-01-01,2017-12-31,2017,3350,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,KEPULAUAN-RIAU,NA,"INDONESIA, KEPULAUAN-RIAU",IDN,1013665,ID-KR,NA,2017-01-01,2017-12-31,2017,832,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2017-01-01,2017-12-31,2017,504,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2017-01-01,2017-12-31,2017,834,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2017-01-01,2017-12-31,2017,2470,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2017-01-01,2017-12-31,2017,2595,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,BANGKA BELITUNG,NA,"INDONESIA, BANGKA BELITUNG",IDN,1013675,ID-BB,NA,2017-01-01,2017-12-31,2017,263,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2017-01-01,2017-12-31,2017,269,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,JAMBI,NA,"INDONESIA, JAMBI",IDN,1013672,ID-JA,NA,2017-01-01,2017-12-31,2017,525,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2017-01-01,2017-12-31,2017,1928,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2017-01-01,2017-12-31,2017,581,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2017-01-01,2017-12-31,2017,1360,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,NUSATENGGARA BARAT,NA,"INDONESIA, NUSATENGGARA BARAT",IDN,1013691,ID-NB,NA,2017-01-01,2017-12-31,2017,1527,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2017-01-01,2017-12-31,2017,2908,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2017-01-01,2017-12-31,2017,91,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,KALIMANTAN SELATAN,NA,"INDONESIA, KALIMANTAN SELATAN",IDN,1013685,ID-KS,NA,2017-01-01,2017-12-31,2017,544,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2017-01-01,2017-12-31,2017,10016,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2017-01-01,2017-12-31,2017,2237,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,SULAWESI SELATAN,NA,"INDONESIA, SULAWESI SELATAN",IDN,1013689,ID-SN,NA,2017-01-01,2017-12-31,2017,1735,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,ACEH,NA,"INDONESIA, ACEH",IDN,1013671,ID-AC,NA,2017-01-01,2017-12-31,2017,2591,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2017-01-01,2017-12-31,2017,618,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,SUMATERA SELATAN,NA,"INDONESIA, SUMATERA SELATAN",IDN,1013693,ID-SS,NA,2017-01-01,2017-12-31,2017,1449,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,SULAWESI BARAT,NA,"INDONESIA, SULAWESI BARAT",IDN,1013692,ID-SR,NA,2017-01-01,2017-12-31,2017,107,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,NUSATENGGARA TIMUR,NA,"INDONESIA, NUSATENGGARA TIMUR",IDN,1013683,ID-NT,NA,2017-01-01,2017-12-31,2017,210,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,DAERAH ISTIMEWA YOGYAKARTA,NA,"INDONESIA, DAERAH ISTIMEWA YOGYAKARTA",IDN,1013669,ID-YO,NA,2017-01-01,2017-12-31,2017,1642,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,PAPUA BARAT,NA,"INDONESIA, PAPUA BARAT",IDN,1013664,ID-PB,NA,2017-01-01,2017-12-31,2017,163,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2017-01-01,2017-12-31,2017,879,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2017-01-01,2017-12-31,2017,7400,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2017-01-01,2017-12-31,2017,7838,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2017-01-01,2017-12-31,2017,4499,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2017-01-01,2017-12-31,2017,37,Total,Admin1,Year,MOH-IDN-2017-Y01-12,SEARO
INDONESIA,ACEH,NA,"INDONESIA, ACEH",IDN,1013671,ID-AC,NA,2017-02-01,2017-02-28,2017,481,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,BABEL,NA,"INDONESIA, BABEL",IDN,1013675,ID-BB,NA,2017-02-01,2017-02-28,2017,27,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2017-02-01,2017-02-28,2017,734,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2017-02-01,2017-02-28,2017,188,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2017-02-01,2017-02-28,2017,66,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,D.I YOGYA,NA,"INDONESIA, D.I YOGYA",IDN,1013669,ID-YO,NA,2017-02-01,2017-02-28,2017,261,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2017-02-01,2017-02-28,2017,357,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2017-02-01,2017-02-28,2017,86,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,JAMBI,NA,"INDONESIA, JAMBI",IDN,1013672,ID-JA,NA,2017-02-01,2017-02-28,2017,52,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2017-02-01,2017-02-28,2017,895,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2017-02-01,2017-02-28,2017,907,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2017-02-01,2017-02-28,2017,1187,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2017-02-01,2017-02-28,2017,106,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN SELATA,NA,"INDONESIA, KALIMANTAN SELATA",IDN,1013685,ID-KS,NA,2017-02-01,2017-02-28,2017,41,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2017-02-01,2017-02-28,2017,77,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2017-02-01,2017-02-28,2017,265,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN UTARA,NA,"INDONESIA, KALIMANTAN UTARA",IDN,1013687,ID-KI,NA,2017-02-01,2017-02-28,2017,18,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KEPULAUAN RIAU,NA,"INDONESIA, KEPULAUAN RIAU",IDN,1013665,ID-KR,NA,2017-02-01,2017-02-28,2017,47,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2017-02-01,2017-02-28,2017,432,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2017-02-01,2017-02-28,2017,18,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2017-02-01,2017-02-28,2017,2,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,NUSA TENGGARA BARAT,NA,"INDONESIA, NUSA TENGGARA BARAT",IDN,1013691,ID-NB,NA,2017-02-01,2017-02-28,2017,311,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,NUSA TENGGARA TIMUR,NA,"INDONESIA, NUSA TENGGARA TIMUR",IDN,1013683,ID-NT,NA,2017-02-01,2017-02-28,2017,52,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,PAPUA,NA,"INDONESIA, PAPUA",IDN,1013694,ID-PA,NA,2017-02-01,2017-02-28,2017,35,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,PAPUA BARAT,NA,"INDONESIA, PAPUA BARAT",IDN,1013664,ID-PB,NA,2017-02-01,2017-02-28,2017,3,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,RIAU,NA,"INDONESIA, RIAU",IDN,1013670,ID-RI,NA,2017-02-01,2017-02-28,2017,458,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SULAWESI BARAT,NA,"INDONESIA, SULAWESI BARAT",IDN,1013692,ID-SR,NA,2017-02-01,2017-02-28,2017,15,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SULAWESI SELATA,NA,"INDONESIA, SULAWESI SELATA",IDN,1013689,ID-SN,NA,2017-02-01,2017-02-28,2017,257,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SULAWESI TENGAH,NA,"INDONESIA, SULAWESI TENGAH",IDN,1013690,ID-ST,NA,2017-02-01,2017-02-28,2017,81,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SULAWESI TENGGARA,NA,"INDONESIA, SULAWESI TENGGARA",IDN,1013668,ID-SG,NA,2017-02-01,2017-02-28,2017,103,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SULAWESI UTARA,NA,"INDONESIA, SULAWESI UTARA",IDN,1013666,ID-SA,NA,2017-02-01,2017-02-28,2017,90,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SUMATERA BARAT,NA,"INDONESIA, SUMATERA BARAT",IDN,1013682,ID-SB,NA,2017-02-01,2017-02-28,2017,269,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SUMATERA SELATA,NA,"INDONESIA, SUMATERA SELATA",IDN,1013693,ID-SS,NA,2017-02-01,2017-02-28,2017,134,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,SUMATERA UTARA,NA,"INDONESIA, SUMATERA UTARA",IDN,1013681,ID-SU,NA,2017-02-01,2017-02-28,2017,613,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,NA,NA,INDONESIA,IDN,1013696,IDN,NA,2017-02-01,2017-02-28,2017,8668,Total,Admin0,Month,WHOSEARO-ALL-2024-Y03-00,SEARO
INDONESIA,ACEH,NA,"INDONESIA, ACEH",IDN,1013671,ID-AC,NA,2017-03-01,2017-03-31,2017,371,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,BABEL,NA,"INDONESIA, BABEL",IDN,1013675,ID-BB,NA,2017-03-01,2017-03-31,2017,15,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,BALI,NA,"INDONESIA, BALI",IDN,1013678,ID-BA,NA,2017-03-01,2017-03-31,2017,766,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,BANTEN,NA,"INDONESIA, BANTEN",IDN,1013688,ID-BT,NA,2017-03-01,2017-03-31,2017,169,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,BENGKULU,NA,"INDONESIA, BENGKULU",IDN,1013684,ID-BE,NA,2017-03-01,2017-03-31,2017,43,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,D.I YOGYA,NA,"INDONESIA, D.I YOGYA",IDN,1013669,ID-YO,NA,2017-03-01,2017-03-31,2017,233,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,DKI JAKARTA,NA,"INDONESIA, DKI JAKARTA",IDN,1013676,ID-JK,NA,2017-03-01,2017-03-31,2017,464,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,GORONTALO,NA,"INDONESIA, GORONTALO",IDN,1013674,ID-GO,NA,2017-03-01,2017-03-31,2017,69,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,JAMBI,NA,"INDONESIA, JAMBI",IDN,1013672,ID-JA,NA,2017-03-01,2017-03-31,2017,63,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,JAWA BARAT,NA,"INDONESIA, JAWA BARAT",IDN,1013680,ID-JB,NA,2017-03-01,2017-03-31,2017,914,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,JAWA TENGAH,NA,"INDONESIA, JAWA TENGAH",IDN,1013686,ID-JT,NA,2017-03-01,2017-03-31,2017,773,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,JAWA TIMUR,NA,"INDONESIA, JAWA TIMUR",IDN,1013663,ID-JI,NA,2017-03-01,2017-03-31,2017,924,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN BARAT,NA,"INDONESIA, KALIMANTAN BARAT",IDN,1013695,ID-KB,NA,2017-03-01,2017-03-31,2017,127,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN SELATA,NA,"INDONESIA, KALIMANTAN SELATA",IDN,1013685,ID-KS,NA,2017-03-01,2017-03-31,2017,73,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN TENGAH,NA,"INDONESIA, KALIMANTAN TENGAH",IDN,1013667,ID-KT,NA,2017-03-01,2017-03-31,2017,129,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN TIMUR,NA,"INDONESIA, KALIMANTAN TIMUR",IDN,1013687,ID-KI,NA,2017-03-01,2017-03-31,2017,236,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KALIMANTAN UTARA,NA,"INDONESIA, KALIMANTAN UTARA",IDN,1013687,ID-KI,NA,2017-03-01,2017-03-31,2017,43,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,KEPULAUAN RIAU,NA,"INDONESIA, KEPULAUAN RIAU",IDN,1013665,ID-KR,NA,2017-03-01,2017-03-31,2017,39,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,LAMPUNG,NA,"INDONESIA, LAMPUNG",IDN,1013673,ID-LA,NA,2017-03-01,2017-03-31,2017,500,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,MALUKU,NA,"INDONESIA, MALUKU",IDN,1013679,ID-MA,NA,2017-03-01,2017-03-31,2017,20,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,MALUKU UTARA,NA,"INDONESIA, MALUKU UTARA",IDN,1013677,ID-MU,NA,2017-03-01,2017-03-31,2017,6,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,NUSA TENGGARA BARAT,NA,"INDONESIA, NUSA TENGGARA BARAT",IDN,1013691,ID-NB,NA,2017-03-01,2017-03-31,2017,265,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
INDONESIA,NUSA TENGGARA TIMUR,NA,"INDONESIA, NUSA TENGGARA TIMUR",IDN,1013683,ID-NT,NA,2017-03-01,2017-03-31,2017,29,Total,Admin1,Month,WHOSEARO-IDN-2024-Y01-01,SEARO
